Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location,NormCrop,NormDisease,StateLat,StateLon,AezCode
5507079,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507079.jpg,us_23,Maine,Soybean,Downy Mildew,44.693947,-69.381927,TMP
5507080,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507080.jpg,us_23,Maine,Soybean,Downy Mildew,44.693947,-69.381927,TMP
5507081,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Asexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5507081.jpg,us_23,Maine,Soybean,Downy Mildew,44.693947,-69.381927,TMP
5505485,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505485.jpg,us_23,Maine,Corn,Corn Smut,44.693947,-69.381927,TMP
5505486,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505486.jpg,us_23,Maine,Corn,Corn Smut,44.693947,-69.381927,TMP
5505487,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sexual Spore,Bruce Watt,University of Maine,landscape,"Bruce Watt, University of Maine, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505487.jpg,us_23,Maine,Corn,Corn Smut,44.693947,-69.381927,TMP
5625714,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Tristan Mueller,,landscape,"Tristan Mueller, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625714.jpg,us_28,Mississippi,Soybean,Southern Blight,32.741646,-89.678696,STM
5625715,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Symptoms,Tom Allen,,landscape,"Tom Allen, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625715.jpg,us_28,Mississippi,Soybean,Southern Blight,32.741646,-89.678696,STM
5625039,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Tom Allen,,landscape,"Tom Allen, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625039.jpg,us_28,Mississippi,Soybean,Frogeye Leaf Spot,32.741646,-89.678696,STM
5631726,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Bhanu Dangi,,potrait,"Bhanu Dangi, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5631726.jpg,us_31,Nebraska,Soybean,Frogeye Leaf Spot,41.125370,-98.268082,TMP
5631727,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Bhanu Dangi,,potrait,"Bhanu Dangi, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5631727.jpg,us_31,Nebraska,Soybean,Frogeye Leaf Spot,41.125370,-98.268082,TMP
5512441,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,James Stack,Kansas State University,potrait,"James Stack, Kansas State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5512441.jpg,us_31,Nebraska,Corn,White Ear Rot And Seedling Blight Of Maize,41.125370,-98.268082,TMP
5505136,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,landscape,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505136.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5505137,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,potrait,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505137.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5505138,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,potrait,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505138.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5505139,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,potrait,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505139.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5505140,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,landscape,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505140.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5505141,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,potrait,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505141.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5630755,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Gary Bergstrom,Cornell University,landscape,"Gary Bergstrom, Cornell University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5630755.jpg,us_36,New York,Corn,Northern Corn Leaf Blight,42.165726,-74.948051,TMP
5505082,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,potrait,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505082.jpg,us_36,New York,Corn,Corn Smut,42.165726,-74.948051,TMP
5505338,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,landscape,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505338.jpg,us_36,New York,Corn,Corn Smut,42.165726,-74.948051,TMP
5505339,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,landscape,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505339.jpg,us_36,New York,Corn,Corn Smut,42.165726,-74.948051,TMP
5505340,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Symptoms,Margaret McGrath,Cornell University,landscape,"Margaret McGrath, Cornell University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5505340.jpg,us_36,New York,Corn,Corn Smut,42.165726,-74.948051,TMP
5609911,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609911.jpg,us_37,North Carolina,Soybean,Southern Blight,35.630066,-79.806419,TMP
5609912,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609912.jpg,us_37,North Carolina,Soybean,Southern Blight,35.630066,-79.806419,TMP
5609913,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609913.jpg,us_37,North Carolina,Soybean,Southern Blight,35.630066,-79.806419,TMP
5609914,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609914.jpg,us_37,North Carolina,Soybean,Southern Blight,35.630066,-79.806419,TMP
5609915,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609915.jpg,us_37,North Carolina,Soybean,Southern Blight,35.630066,-79.806419,TMP
5609825,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Seed(s),Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609825.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609826,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609826.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609829,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609829.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609830,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609830.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609831,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609831.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609832,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609832.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609833,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609833.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609834,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609834.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609835,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609835.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609836,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609836.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609837,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609837.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609838,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609838.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609839,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609839.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609840,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609840.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609841,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609841.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609842,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609842.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609843,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609843.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609844,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609844.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609845,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609845.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609846,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609846.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609847,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609847.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609848,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609848.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609849,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609849.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609850,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609850.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609851,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609851.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609852,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609852.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609853,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609853.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609854,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609854.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609855,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609855.jpg,us_37,North Carolina,Soybean,Cercospora Blight,35.630066,-79.806419,TMP
5609645,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609645.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609646,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609646.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609647,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609647.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609648,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609648.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609649,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609649.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609650,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609650.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609651,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609651.jpg,us_37,North Carolina,Soybean,Bean Pod Mottle Virus,35.630066,-79.806419,TMP
5609652,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609652.jpg,us_37,North Carolina,Soybean,Downy Mildew,35.630066,-79.806419,TMP
5609653,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609653.jpg,us_37,North Carolina,Soybean,Downy Mildew,35.630066,-79.806419,TMP
