Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location
1573593,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1573593.jpg,us_37,North Carolina
1573594,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1573594.jpg,us_37,North Carolina
1575046,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575046.jpg,us_37,North Carolina
1575047,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575047.jpg,us_37,North Carolina
1575049,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575049.jpg,us_37,North Carolina
1575050,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575050.jpg,us_37,North Carolina
1575051,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575051.jpg,us_37,North Carolina
1575052,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575052.jpg,us_37,North Carolina
1575053,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575053.jpg,us_37,North Carolina
1575054,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575054.jpg,us_37,North Carolina
1575055,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1575055.jpg,us_37,North Carolina
1576897,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1576897.jpg,us_37,North Carolina
1576898,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1576898.jpg,us_37,North Carolina
1576901,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1576901.jpg,us_37,North Carolina
1576902,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1576902.jpg,us_37,North Carolina
1577151,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1577151.jpg,us_37,North Carolina
1577152,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1577152.jpg,us_37,North Carolina
1577153,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1577153.jpg,us_37,North Carolina
1577154,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1577154.jpg,us_37,North Carolina
1578195,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578195.jpg,us_37,North Carolina
1578196,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578196.jpg,us_37,North Carolina
1578197,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578197.jpg,us_37,North Carolina
1578198,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578198.jpg,us_37,North Carolina
1578200,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578200.jpg,us_37,North Carolina
1578201,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578201.jpg,us_37,North Carolina
1578202,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578202.jpg,us_37,North Carolina
1578203,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578203.jpg,us_37,North Carolina
1578206,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578206.jpg,us_37,North Carolina
1578207,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578207.jpg,us_37,North Carolina
1578208,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578208.jpg,us_37,North Carolina
1578209,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578209.jpg,us_37,North Carolina
1578210,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578210.jpg,us_37,North Carolina
1578211,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578211.jpg,us_37,North Carolina
1578212,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578212.jpg,us_37,North Carolina
1578213,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578213.jpg,us_37,North Carolina
1578214,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578214.jpg,us_37,North Carolina
1578215,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578215.jpg,us_37,North Carolina
1578216,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578216.jpg,us_37,North Carolina
1578217,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578217.jpg,us_37,North Carolina
1578218,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578218.jpg,us_37,North Carolina
1578245,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1578245.jpg,us_37,North Carolina
5606219,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606219.jpg,us_37,North Carolina
5606220,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606220.jpg,us_37,North Carolina
5606221,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606221.jpg,us_37,North Carolina
5606222,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606222.jpg,us_37,North Carolina
5606223,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606223.jpg,us_37,North Carolina
5606224,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606224.jpg,us_37,North Carolina
5606225,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606225.jpg,us_37,North Carolina
5606226,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606226.jpg,us_37,North Carolina
5606227,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606227.jpg,us_37,North Carolina
5606242,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606242.jpg,us_37,North Carolina
5606243,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606243.jpg,us_37,North Carolina
5606244,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606244.jpg,us_37,North Carolina
5606245,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606245.jpg,us_37,North Carolina
5606246,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606246.jpg,us_37,North Carolina
5606247,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606247.jpg,us_37,North Carolina
5606248,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606248.jpg,us_37,North Carolina
5606249,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606249.jpg,us_37,North Carolina
5606250,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606250.jpg,us_37,North Carolina
5606251,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606251.jpg,us_37,North Carolina
5606252,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606252.jpg,us_37,North Carolina
5606253,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606253.jpg,us_37,North Carolina
5606254,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5606254.jpg,us_37,North Carolina
5606255,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5606255.jpg,us_37,North Carolina
